meal_type,taste_profile,served_temperature,season,difficulty,main_ingredients,characteristics,semantic_summary,recipe_id,recipe_name
postre,dulce,cálido,"verano, otoño",mediano,"albaricoques, harina, mantequilla","cobbler, grueso sauce","Esta receta describe un cobbler cálido y dulce hecho con albaricoques frescos, harina y mantequilla, con una salsa espesada como la base.",859,Cobbler de albaricoque fresco
cena,"dulce, sabroso",cálido,all seasons,mediano,"chuletas de cerdo, conservas de albaricoque, vino","acristalamiento, recubierto en salsa","Esta receta consiste en cocinar chuletas de cerdo sin hueso que han sido acristaladas con una mezcla de conservas de albaricoque, vino y jengibre, lo que resulta en un plato sabroso y ligeramente dulce que se sirve típicamente caliente como parte de una cena.",860,Chuletas de cerdo alimentados
postre,dulce,cálido,all seasons,mediano,"albaricoques secos, azúcar blanca, jugo de limón",Mermelada,"Esta receta describe el proceso de hacer mermelada de albaricoque seco, que es un postre dulce que se sirve típicamente caliente.",861,Dried Apricot Jam
cena,"dulce, picante, dulce",cálido,all seasons,mediano,"muslos de pollo, cebollas, zanahorias, pasas, albaricoques, couscous","slow cooked, layered","Un sabroso y especiado tagine de pollo de cocido lento hecho con una variedad de ingredientes capa en una cocina lenta, servido caliente sobre el couscous.",862,Tagine de cocina lenta
aperitivo,"dulce, picante",cálido,all seasons,mediano,"albaricoques, ajo, cebolla","ajo asado, vinagre","Este chutney de albaricoque es un aperitivo dulce caliente, picante, hecho con ajo asado y conservas de albaricoque, normalmente servido durante todo el año.",863,Apricot Chutney
postre,dulce,habitación temperatura,all seasons,fácil,"conservas de albaricoque, queso crema, mantequilla, huevos, harina, jugo de limón, sabor a limón","galleta, centros indentados, llenos de conservas","Esta receta describe una simple cookie de postre hecha con crema de queso, mantequilla y conservas de albaricoque, con centros indentados llenos de conservas y rociados con azúcar de conserje.",864,Apricot Cream Cheese Thumbprints
cena,"salvory, picante, amargo",caliente,all seasons,mediano,"carne, lentejas, pasta de tomate, caldo de carne, albaricoques","utiliza especias, contiene verduras, incluye lentejas","Marroquí Beef y Lentil Stew es un plato salado y picante con tiernos trozos de carne de res, lentejas suaves y dulces albaricoques secos cocinados en un caldo de inspiración marroquí con especias y verduras aromáticas.",865,Marroquí Beef y Lentil Stew
postre,dulce,cálido,otoño,fácil,"albaricoques secos, azúcar blanco",nan,"Esta receta describe un postre cálido y dulce llamado Pie de Apricot seco, que está hecho de albaricoques secos, azúcar y otros ingredientes como agua, almidón de maíz y licor naranja. Es un plato fácil de hacer que se puede disfrutar durante el otoño.",866,Pie de albaricoque seco
cena,"salvory, picante",caliente,all seasons,mediano,"muslos de pollo, cebolla, ajo, canela, comino, cúrcuma, copos de pimienta roja, azafrán, tomates picados, caldo de pollo, albaricoques, garbanzos, menta","instant pot ready, tagine style","Esta receta es un Tagine de pollo de papa instantáneo con muslos de pollo, cebolla, ajo, especias, albaricoques, garbanzos y menta. Combina sabores salados y picantes en un plato de estilo tagine que está listo en poco tiempo.",867,Tajo de pollo de patas instantáneas con albaricoques y garbanzos
ensalada,"dulce, sabroso",habitación temperatura,all seasons,fácil,"couscous, cangrejos, almendras, albaricoques, estafones","afrutado, couscous, ensalada","Fruity Couscous Salad es un plato sencillo y refrescante hecho de couscous, cangrejos secos, almendras, albaricoques y escallones. Tiene un perfil de sabor dulce y sabroso y se puede servir frío o a temperatura ambiente.",868,Ensalada de Couscous Fruto
cena,"salvory, picante",cálido,all seasons,mediano,"pollo, albaricoques, pasas, cebolla, ajo, caldo de pollo, miel","usa especias como canela, comino, cúrcuma, cilantro, jengibre y menta, cocineros durante mucho tiempo (1/2 a 2 horas)","Pollo marroquí Tagine es un plato salado y picante hecho con pollo, albaricoques, pasas y varias especias. Se cocina lentamente en un tagine por un período prolongado.",869,Tagine de pollo marroquí
cena,"dulce, dulce",cálido,all seasons,fácil,"carne molida, migas de pan, cebolla, huevo, ajo, albaricoque conserva",acristalamiento,"Este sencillo pastel de albaricoque es un plato sabroso y ligeramente dulce que se puede disfrutar durante todo el año. Cuenta con carne de res, migas de pan, cebollas, huevos, ajo y conservas de albaricoque, acristalada con una mezcla de ketchup, conservas de albaricoque, azúcar morena, salsa caliente, salsa Worcestershire y vinagre de sidra.",870,Simple meatloaf de albaricoque
cena,"dulce, picante, dulce",caliente,all seasons,mediano,"pollo, albaricoque, curry","aceite, dulce, picante","Este plato es un curry de pollo salado y picante hecho con albaricoques y polvo de curry, servido caliente. Se puede disfrutar durante todo el año.",871,Pollo de albaricoque Curry
postre,dulce,frío,all seasons,fácil,"albaricoques, jugo de limón, azúcar blanca","secas, rayas","Esta receta describe el proceso de elaboración de cuero de albaricoque, un postre dulce y deshidratado que se puede disfrutar durante todo el año.",872,Cuero de albaricoque
postre,dulce,habitación temperatura,all seasons,fácil,"albaricoque, azúcar blanca, azúcar morena, harina, mantequilla, avena enrollada","topping crujiente, fruta suave","Esta receta describe un postre simple hecho con albaricoques frescos, azúcar, harina, mantequilla y avena. Se trata de organizar albaricoques en un plato de hornear, rociarlos con azúcar, mezclando una topping crumbly de harina, mantequilla y avena, y hornear hasta que el fruto sea suave y el topping es dorado y crujiente.",873,Fresco de albaricoque
sopa,"dulce, dulce",cálido,all seasons,fácil,"lentejas, albaricoques, tomates",sano y saludable,"Esta sopa fácil de hacer combina lentejas saladas con albaricoques dulces y tomates tangy, perfecto para todas las estaciones como un plato cálido y acogedor.",874,Apricot Lentil Soup
aperitivo,dulce,habitación temperatura,nan,mediano,"almendras, semillas de girasol, coco rallado, albaricoques secos, aceite de coco, miel, canela, extracto de vainilla, sal","sin avena, sin gluten","Esta receta describe una barra de granola de alimentación limpia hecha sin avena y gluten, con una mezcla de nueces, semillas, coco y frutas secas, endulzada con miel y especias como la canela, y horneada en una mezcla compacta y difundida que se endurece en las barras de tamaño de mordedura.",875,Bares Granola libre de avena y sin gluten (comida limpia)
cena,"dulce, sabroso",cálido,all seasons,mediano,"chuletas de cerdo, albaricoques, miel, ajo","cocinar with honey, cooking with apricots","Esta receta consiste en cocinar chuletas de cerdo sin huesos con miel y albaricoques, dando como resultado un plato dulce y sabroso que se puede disfrutar como parte de una cena.",876,Chuletas de cerdo de miel
postre,dulce,habitación temperatura,nan,fácil,"conservas de albaricoque, mantequilla, azúcar blanco, harina de todo propósito, polvo de horneado, sal, huevo, extracto de vainilla","decorado con azúcar de confeccionadores, forma de media luna","Cookies de albaricoque hechas con una dulce masa que contiene conservas de albaricoque, decoradas con azúcar de los confeccionadores.",877,Galletas de albaricoque
postre,dulce,habitación temperatura,all seasons,mediano,"mezcla de pastel blanco, albaricoques, queso crema, almendras molidas","textura flaky, topping crumbly","Este pastel de café danés de albaricoque es un postre dulce hecho con una mezcla de pastel blanco, albaricoques, queso crema y almendras molidas. Tiene una textura ahumada y una topping de almendras crumbly, temperatura ambiente servida.",878,Pastel de café danés
postre,dulce,habitación temperatura,all seasons,fácil,"albaricoque, harina, azúcar, baking soda, sal, mantequilla, aceite, leche de mantequilla, huevo",nan,"Esta receta describe cómo hacer los Muffins de Apricot, un postre dulce que se puede disfrutar en cualquier momento del año. El proceso consiste en empapar albaricoques secos en agua hirviendo, mezclar ingredientes secos y húmedos, y hornear los panecillos hasta que se hagan.",879,Muffins de albaricoque
cena,"dulce, dulce",caliente,all seasons,fácil,"chuletas de cerdo, mezcla de cebolla, aderezo de ensalada de estilo ruso, conservas de albaricoque",nan,"Este es un plato sabroso y dulce con chuletas de cerdo a la parrilla con una salsa sabrosa hecha de mezcla de cebolla, aderezo de ensalada y conservas de albaricoque.",880,Chuletas de cerdo de aluminio
aperitivo,"dulce, sabroso",habitación temperatura,nan,fácil,"mermelada de albaricoque, miel, mostaza inglesa caliente, mermelada naranja",nan,"Esta receta describe un simple esmalte hecho de mermelada de albaricoque, miel, mostaza inglesa caliente y mermelada naranja, adecuado para un aperitivo servido a temperatura ambiente.",881,Apricot y Honey Ham Glaze
postre,dulce,habitación temperatura,nan,mediano,"brandy de albaricoque, tarta de libra, crema agria, azúcar blanca, huevos","peluda, húmeda","Este pastel de la libra de apricota es un postre dulce que combina sabores de brandy de albaricoque, crema agria y diversos extractos, lo que resulta en una textura húmeda y fluida.",882,Apricot Brandy Pound Cake III
cena,"salvory, picante",caliente,all seasons,mediano,"pierna sin hueso de cordero, albaricoques, canela","usa especias como cilantro, comino, paprika, cayena, cardamomo, cúrcuma, incluye albaricoques secos y cáscara naranja","Cordero marroquí con albaricoques es un guiso de cordero salado y picante hecho con pierna sin hueso de cordero, albaricoques y especias. Normalmente se sirve caliente como parte de una cena.",883,Cordero marroquí con albaricoques
postre,dulce,cálido,nan,fácil,"mezcla de torta amarilla, néctar de albaricoque, jugo de limón, azúcar de los confeccionadores, mezcla Jell-O","torta con sabor a albaricoque, acristalada con esmalte de limón","Esta receta de postre implica hacer un pastel con una mezcla de pastel amarillo, néctar de albaricoque y sabores de limón. Es horneado y luego acristalado con una mezcla de azúcar y jugo de limón de los confeccionadores.",884,Apricot Nectar Cake II
postre,dulce,cálido,all seasons,mediano,"albaricoques, jugo de limón, azúcar blanca, pectina, mantequilla","casera, conservas","Esta receta describe cómo hacer mermelada casera de albaricoque, que es un postre dulce y cálido hecho de albaricoques frescos, azúcar, jugo de limón, y pectina. El mermelada se puede almacenar durante largos períodos y normalmente se sirve como una extensión o topping.",885,Mermelada de albaricoque casero
cena,"dulce, sabroso",cálido,all seasons,mediano,"bebé trasero costillas de cerdo, conservas de albaricoque, salsa de soja, azúcar marrón claro, polvo de ajo","acristalamiento, trenzado","Esta receta implica marinar y hornear costillas de cerdo trasero bebé con un glaseado dulce y sabroso hecho de conservas de albaricoque, salsa de soja, azúcar morena y polvo de ajo. El plato es mejor servido caliente y se puede disfrutar durante todo el año.",886,Cortinas de cerdo acolchadas
aperitivo,dulce,habitación temperatura,all seasons,fácil,"huevos, banana, avena enrollada, semillas de girasol, canela, leche en polvo, fechas, pasas, nueces, albaricoques, germen de trigo, jarabe de arce, harina de pasta de trigo entero",nan,"Esta receta describe Energy Bars, una merienda hecha de una variedad de ingredientes que incluyen huevos, banana, avena, semillas de girasol y varios frutos secos y frutos secos. Las barras son dulces y se pueden almacenar a temperatura ambiente.",887,Energy Bars
cena,"dulce, dulce",cálido,all seasons,mediano,"pollo, albaricoque, vinagre balsámico","cocinar with vinegar, use of thyme, use of parsley","Este plato es una opción sabrosa y dulce de la cena con ternuras de pollo asado, albaricoques y vinagre balsámico. Se puede disfrutar durante todo el año y requiere habilidades de cocina moderadas.",888,Pollo de albaricoque con vinagre balsámico
postre,dulce,habitación temperatura,nan,mediano,"harina de almendras, azúcar morena, almendras, mantequilla, albaricoques, queso crema, crema agria, amaretto","contiene nueces, contiene fruta, requiere hornear","Esta receta describe un postre de dificultad media llamado pastel de queso Apricot, que cuenta con una corteza hecha de harina de almendras, azúcar morena y almendras, llena de una base de queso cremoso y rematada con albaricoques. El plato requiere hornear y se caracteriza por su sabor dulce y sabor nuez.",889,Pastel de queso
postre,dulce,cálido,all seasons,mediano,"fideos de huevo, queso crema, néctar de albaricoque, pasas, migas de maíz","contiene huevos, contiene productos lácteos, contiene fruta","Esta receta de postre implica un plato caliente y dulce hecho con fideos de huevo, queso crema, néctar de albaricoque y pasas, rematado con una capa crujiente de maíz.",890,Apricot Noodle Kugel
postre,dulce,habitación temperatura,all seasons,mediano,"ciruelas, albaricoques, huevos, aceite de girasol, limón, naranja, harina, nueces","artesanales, tradicionales","Hamantaschen de Gran Abuela Bubbie es una tradicional pasta dulce hecha de una masa que contiene ciruelas y albaricoques cocidos, huevos, azúcar, aceite, limón y naranja, harina y nueces. Está horneado hasta dorado.",891,Hamantaschen de la Gran Abuela Bubbie
cena,"dulce, dulce",caliente,all seasons,mediano,"lomo de cerdo, albaricoques, arándanos, vino portuario","relleno, trenzado, asado","Esta receta incluye un lomo de cerdo asado relleno con albaricoques y arándanos, cocido con una combinación de métodos de alabado y asado, servido con una salsa de cacerola de vino portuario.",892,Lomo de cerdo asado de abeto y arándano con salsa de vino de puerto
aperitivo,"dulce, picante",frío,all seasons,fácil,"albaricoques, pimienta verde, pimienta de campana roja, piña, tomate de cereza, ajo, cilantro, comino",salsa de frutas y verduras mezcladas,"Este aperitivo frío cuenta con una mezcla de sabores dulces y picantes de albaricoques, pimientos y piña, con un toque fresco de hierbas y especias.",893,Apricot Salsa
postre,dulce,habitación temperatura,all seasons,mediano,"nueces, conservas de albaricoque, claras de huevo, crema agria, mantequilla o margarina, harina, conservas de albaricoque, crema agria","capas, mezcla de nueces y conservas, topping meringue","Esta receta describe un postre con capas llamado Streamline Hungarian Torte, con nueces, conservas de albaricoque y una topping de merengue. Es un postre de dificultad media que se puede servir a temperatura ambiente.",894,Torte húngaro
postre,dulce,cálido,all seasons,mediano,"piloncillo, queso Monterey Jack, nueces, pasas, albaricoques, pan francés","pan tostado, jarabe drizzled","Esta receta mexicana de postres incluye piloncillo, pan francés tostado, queso, nueces y frutos secos horneados en una mezcla de jarabe.",895,Capirotada (desserto mexicano)
cena,"dulce, sabroso",cálido,all seasons,fácil,"pollo, conservas de albaricoque, caldo de pollo, salsa de soja",salsa acristalada y espesada,"Este plato es un pollo acristalado y dulce preparado con conservas de albaricoque, caldo de pollo y salsa de soja. Se sirve caliente y se puede disfrutar durante todo el año.",896,Pollo acristalado
postre,dulce,frío,all seasons,fácil,"grúas, albaricoques, pasas, naranja",nan,"Esta receta describe una salsa de arándano fría hecha con albaricoques secos, pasas y zest naranja, endulzado con azúcar y jugo de naranja, típicamente servido como acompañamiento de postres.",897,"Salsa de arándano con albaricoques, pasas y naranja"
side dish,"dulce, sabroso",cálido,all seasons,fácil,"zanahorias, conservas de albaricoque, mantequilla, nuez moscada, sal, ralladura naranja, jugo de limón","acristalamiento, adornado con parsley","Este plato lateral está hecho con zanahorias acristaladas usando conservas de albaricoque, mantequilla y especias. Es cálido y se puede disfrutar durante todo el año.",898,Cerros acristalados de Apricot
cena,"dulce, dulce",caliente,all seasons,mediano,"lomo de cerdo, ciruelas, albaricoques, jengibre, canela, azúcar morena, harina, vinagre de sidra, polvo de mostaza, almidón","rellenos, trenzados","Este es un plato sabroso y ligeramente dulce con un lomo relleno de cerdo con una mezcla de ciruelas, albaricoques y especias. Está sujetado y servido caliente.",899,Lomo de cerdo relleno de frutas
cena,dulce,caliente,all seasons,mediano,"papas dulces, nueces, néctar de albaricoque","recubrimiento con salsa, horneado","Esta receta de la cena sabrosa cuenta con batatas hornadas recubiertas en una salsa de néctar de albaricoques dulce, mejorada con pecanes y especias.",900,Potatos dulces de Apricot-Pecan
cena,"dulce, dulce",caliente,all seasons,mediano,"turquía, cebollas, sauces, néctar de albaricoque, conservas de albaricoque, mantequilla sin sal, hierbas","acristalamiento, asado, salsa","Esta receta implica cocinar un pavo entero con un glaseado de albaricoque dulce y sabroso, cebollas asadas y holguras, y una rica salsa hecha de la sartén goteo. Es un plato acogedor que se puede preparar durante cualquier temporada.",901,Turquía con cebolla asada y salsa de Salot
cena,"dulce, sabroso",cálido,all seasons,mediano,"jamón, albaricoque conserva, miel mostaza",acristalamiento,"Esta receta implica cocinar un jamón totalmente cocido, anotarlo, añadir un esmalte dulce y sabroso hecho de conservas de albaricoque y mostaza de miel, y hornearlo hasta que se acristale.",902,Apricot Glazed Ham
postre,dulce,habitación temperatura,all seasons,mediano,"torta de libra, brandy de albaricoque, schnapps, crema agria, conservas de albaricoque, almendras","contiene bebidas alcohólicas, tiene un esmalte","Esta receta describe un pastel de la libra de postre que incluye brandy de albaricoque y schnapps de melocotón, con un glaseado dulce, jarabe y una temperatura de servicio caliente.",903,Apricot Brandy y Peach Schnapps
bebidas,"dulce, amargo",frío,all seasons,fácil,"zumo de piña, néctar de albaricoque, limonada, bebida carbonatada con sabor a limón",nan,"Una bebida fría hecha con zumo de piña, néctar de albaricoque, concentrado de limeada congelada y soda de limón.",904,Punch de Aileen
cena,"dulce, sabroso",caliente,all seasons,mediano,"pollo, albaricoques, crema agria, mostaza Dijon",recubrimiento con salsa después de hornear,"Southern Apricot Chicken es un plato sabroso y dulce de cena hecho con mitades de pechuga de pollo sin hueso, conservas de albaricoque, crema agria y mostaza Dijon. Se hornea y recubre con una mezcla de estos ingredientes antes de servir.",905,Pollo de Apricot Sur
cena,"picante, dulce",caliente,all seasons,mediano,"chuletas de cerdo, alcohol","air fried, marinado","Esta receta incluye picantes chuletas de cerdo que han sido marinadas en una brisa dulce y sabrosa, luego acristaladas con un esmalte de albaricoque cursi. El plato es versátil y se puede disfrutar durante todo el año.",906,Spicy Air Fryer Pork Chops with Apricot Glaze
postre,dulce,cálido,all seasons,mediano,"albaricoques, azúcar blanco, pectina de frutas, brandy de albaricoque","contiene alcohol, mermelada","Esta receta describe cómo hacer una mermelada de albaricoque boozy, que es un postre que se puede servir caliente. Se trata de una mezcla de ingredientes dulces como albaricoques, azúcar y pictona de frutas, con un toque añadido de brandy de albaricoque. El mermelada se puede almacenar y disfrutar durante todo el año.",907,Boozy Apricot Jam
aperitivo,"dulce, picante",habitación temperatura,nan,mediano,"mantequilla sin sal, azúcar blanca, huevos, extracto de vainilla, harina de pastel, canela, polvo de hornear, polvo de espresso instantáneo, ralladura naranja, patatas de chocolate, albaricoques secos, cangrejos secos, almendras molidas","sabroso, textura de biscotti, contiene frutas secas y nueces","Espresso Biscotti es un snack de remolachado con una mezcla de ingredientes dulces y picantes, con una combinación única de espresso, canela y frutos secos y frutos secos. Tiene una textura crujiente típica de biscotti y es mejor disfrutada a temperatura ambiente.",908,Espresso Biscotti
postre,dulce,habitación temperatura,all seasons,fácil,"albaricoques secos, azúcar morena, coco colado, leche condensada endulzada",nan,"Las bolas de albaricoque son pequeñas y dulces elaborados a partir de albaricoques secos, azúcar morena, coco colado y leche condensada endulzada, formada en bolas y enrollada en coco adicional.",909,Bolas de albaricoque
postre,dulce,cálido,verano,mediano,"nectarinas, azúcar, jugo de limón, pectina, extracto de almendras",proceso de mermelada,"Esta receta describe la preparación de mermelada de nectarina, que es un postre dulce hecho de nectarinas, azúcar, jugo de limón, y pectina. El proceso implica hervir los ingredientes para lograr una consistencia de mermelada y luego empacarlo en tarros para almacenamiento.",910,Nectarine Jam
postre,dulce,"['warm', 'cold']",verano,fácil,"nectarinas, cáscara de tarta, crema batida pesada",extracto de almendras,"Esta receta describe un simple pastel de nectarina que combina sabores dulces de nectarinas, azúcar y crema, sazonado con canela y extracto de almendras. Se sirve normalmente caliente o frío, lo que lo hace adecuado para cualquier estación.",911,Pie de nectarina
postre,dulce,frío,verano,fácil,"sandía, fresas, melocotones, nectarinas, pera, uvas, limón, menta, miel","frutas, ensalada, aderezos","Esta ensalada de frutas de verano cuenta con una variedad de frutas de temporada como sandía, fresas, melocotones, nectarinas y peras, combinado con un refrescante limón, miel y aderezo de menta. Se sirve frío y es una opción de postre fácil de hacer.",912,"Ensalada de frutas de verano con un limón, miel y ropa de menta"
aperitivo,"dulce, picante, fresco",frío,verano,fácil,"nectarina, pimienta roja, cebolla, chile jalapeño, cilantro","zumo de limón, aceite de oliva, sal, pimienta de cayena, pimienta negra","El Chef John's Nectarine Salsa es un aperitivo refrescante hecho de frutas y verduras picadas, con sabores dulces y picantes con un toque fresco. Normalmente se sirve frío y se puede disfrutar durante todo el año.",913,Chef John Nectarine Salsa
postre,dulce,cálido,verano,fácil,"nectarinas, mantequilla sin sal, azúcar morena",a la plancha,"Esta receta de nectarinas a la parrilla combina nectarinas dulces con mantequilla y azúcar morena, a la parrilla a la perfección para un delicioso postre.",914,Nectarinas fáciles agrietadas
aperitivo,"dulce, fresco",frío,all seasons,fácil,"manzana roja, manzana de Granny Smith, nectarina, apio, cangrejos secos, nueces, yogur de limón sin grasa","fruta refrigerada, mezclada, yogur",Una refrescante ensalada de fruta fría hecha con frutas mezcladas y yogur.,915,Fabuloso ensalada de frutas
postre,"dulce, amargo",frío,verano,fácil,"nectarinas, cerezas, fresas, frambuesas, arándanos, crema batida, almendras","a base de frutas, sabor a licor, recubierto con crema batida","Esta ensalada de frutas de verano es un postre refrescante con bayas mixtas, nectarinas y cerezas, endulzadas con azúcar y licor, y rematadas con crema batida y almendras.",916,Ensalada de frutas de verano con crema batida
aperitivo,"dulce, dulce",cálido,verano,mediano,"bebé espinacas, nectarina, queso Halloumi, almendras, cebolla roja, pimienta de campana roja","tostadas, cálidas","Esta ensalada de aperitivo combina espinacas frescas para bebés, nectarinas dulces, queso salaoumi salado, almendras crujientes y pimientos de campana coloridos. El plato cuenta con un aderezo cursi que mejora los sabores de los ingredientes.",917,"Espinacas, nectarina y Halloumi Salad"
cena,"salvory, picante, fresco",cálido,verano,mediano,"lomo de cerdo, nectarinas, tomates, cebollas, cilantro, lima, copos de pimienta roja","a la plancha, salsa","Corps de cerdo a la parrilla servido con una salsa de nectarina fresca, combinando sabores salados y picantes con un toque de frescura.",918,Chuletas de cerdo a la parrilla con salsa de nectarina fresca
bebidas,"agrio, dulce",frío,all seasons,fácil,"pepino, nectarina, limón, limón, jengibre, hojas de melissa","refrescante, natural","Una receta de agua con sabor hecha con ingredientes frescos como pepino, nectarina, limones, limones, jengibre y bálsamo de limón, mezclado con agua y servido frío.",919,Agua saboreada
postre,dulce,habitación temperatura,"verano, all seasons",fácil,"melocotones, nectarinas, azúcar blanco, almidón de maíz, extracto de vainilla, harina, azúcar morena, aceite de coco, polvo de horneado, canela, sal",nan,"Esta receta de postre incluye melocotones o nectarinas hirviendo, mezclándolas con azúcar, almidón de maíz y extracto de vainilla, a continuación, capas con una topping crumbly hecha de harina, azúcar morena, aceite de coco, polvo de horneado, canela y sal. Está horneado hasta que la parte superior esté dorada y los jugos aparecen con pantano.",920,Peach and Nectarine Crumble
postre,dulce,cálido,verano,fácil,"nectarina, azúcar blanca, yogur liso",caramelizada,Esta receta de postre implica las nectarinas caramelizantes con azúcar y servirlas con yogur liso.,921,Nectarina Caramelizada
desayuno,dulce,frío,all seasons,fácil,"leche de almendra, plátanos, avena enrollada, semillas de chia, arándanos, moras, nectarina","preparación de la noche, plátanos fundidos","Esta receta es un plato de desayuno vegano elaborado con avena de la noche, semillas de chia y frutas frescas como arándanos, moras y nectarina. Está preparado frío y se puede disfrutar todo el año.",922,Avena Vegana con semillas de Chia y frutas
postre,dulce,cálido,verano,mediano,"nectarinas, mantequilla, azúcar morena",pastel al revés,"Una dulce torta boca abajo hecha con nectarinas, mantequilla y azúcar morena, horneado de una manera única donde la fruta se coloca primero antes del bateador.",923,Nectarine Upside-Down Cake
aperitivo,"agrio, dulce",habitación temperatura,verano,fácil,"nectarinas, cebolla roja",ligeramente dorada,"Esta salsa de aperitivo presenta sabores dulces y amargos de nectarinas y cebollas rojas, cocinado brevemente en una sartén para un plato fresco y ligero.",924,Nectarine Salsa
cena,"salvory, picante, amargo",caliente,"verano, all seasons",mediano,"pollo, pomelo, pan crumb","marinada, panadería, fruta","Este plato de cena de inspiración caribeña cuenta con pechuga de pollo sin hueso, una marinada con toronja y un glaseado dulce. Está sazonado con especias y horneado hasta tierna.",925,Pollo Caribeño
aperitivo,"dulce, sabroso",cálido,verano,fácil,"nectarina, queso ricotta, pan, almendras, miel","asado, tostado","Esta receta de aperitivos cuenta con tostadas a la parrilla y tostadas tostadas tostadas de rebote de miel, combinando sabores dulces y sabrosos con una cálida temperatura de servicio, perfecta para el verano.",926,Tornado de miel-nectarina Ricotta Toast
postre,dulce,habitación temperatura,all seasons,mediano,"manzanas, nectarinas, corteza de tarta, mezcla de muffin de maíz","a base de frutas, sabor a canela, llena de corteza","Esta receta describe un Apple y Nectarine Pie, un postre hecho con manzanas y nectarinas, con un relleno dulce y una corteza, adecuado para todas las estaciones.",927,Apple y Pie de Nectarina
postre,dulce,habitación temperatura,verano,fácil,"nectarinas, azúcar morena, leche de mantequilla",nan,"Esta receta de postre implica mezclar nectarinas, azúcar morena y leche de mantequilla para crear un dulce y suave que se sirve mejor a temperatura ambiente.",928,Nectarina Blush
aperitivo,"dulce, sabroso",frío,verano,fácil,"tomates, pepino, nectarina, cilantro, queso de cabra",fresco fresco,"Esta ensalada de verano combina sabores dulces y sabrosos de nectarinas, tomates y pepinos con hierbas frescas y queso de cabra, servido frío como aperitivo.",929,"Nectarina de verano, tomate y pepino Salad"
cena,"dulce, salado, picante",cálido,verano,mediano,"pollo, nectarinas, jugo de naranja, salsa de soja, miel, salsa caliente, azúcar morena, jengibre, ajo, harina","pegamento, sabor a naranja, dulzura nuez de la miel, patada picante de salsa caliente","Este plato de pollo anaranjado pegajoso combina sabores sabrosos y dulces con una patada picante, servido caliente. Cuenta con pollo y nectarinas, marinados en una mezcla de jugo de naranja, salsa de soja, miel y salsa picante, luego recubiertos en harina y fritos hasta dorado y pegajoso.",930,Pollo naranja pegajoso con nectarinas
postre,dulce,habitación temperatura,verano,fácil,"nectarinas, frambuesas, azúcar morena, mantequilla sin sal, harina, avena enrollada, canela, nuez moscada, sal","topping, relleno de frutas","Esta receta de postre cuenta con nectarinas y frambuesas horneadas junto con una topa desmoronada hecha de azúcar morena, mantequilla, harina, avena, especias y sal. Está preparado de manera sencilla y servido a temperatura ambiente.",931,Nectarine-Raspberry Crumble
postre,dulce,habitación temperatura,verano,mediano,"nectarinas, harina, azúcar, mantequilla, almidón de maíz, huevos","corteza crujiente, relleno liso, con nectarinas adicionales","Esta receta de postre implica una corteza ahumada, un relleno de nectarina dulce y liso, y está rematada con nectarinas rebanadas adicionales. Está preparado en una cacerola de 9x13 pulgadas y requiere precalentar el horno a 350 grados F (175 grados C). El plato es mejor servido a temperatura ambiente.",932,Bares de nectarina
aperitivo,"dulce, sabroso",frío,verano,fácil,"nectarinas, tomates, queso burrata, albahaca","ligero, refrescante","Esta ensalada de verano combina nectarinas dulces, tomates curdos, queso de burrata cremoso y albahaca fresca, vestida con una vinagreta ligera, lo que lo convierte en un aperitivo refrescante para los días cálidos del verano.",933,"Salado de verano con Burrata, Tomates y Nectarinas"
postre,dulce,cálido,nan,mediano,"cerezas amargas, nectarinas, albaricoques frescos, harina de todo propósito, mantequilla, azúcar turbina, almidón de maíz, harina, yema de huevo","tarta, relleno de frutas, corteza","Esta receta describe un pastel de postre dulce elaborado con cerezas amargas, nectarinas y albaricoques frescos, con una corteza ahumada y un relleno de fruta dulce y especiado.",934,Drupey Pie
postre,dulce,cálido,all seasons,fácil,"melocotones, nectarinas, ciruelas, gelatina de grosella, galletas","galletas a base de frutas, afeitadas, recubrimiento de jalea","Un cobbler de postre hecho con melocotones frescos, nectarinas y ciruelas, rematado con galletas y jalea currante.",935,Fresco pastel de frutas
postre,dulce,frío,verano,fácil,"sandía, melocotón, nectarina, ciruela, arándanos, uvas, coco, canela","frutas, coco, canela","Esta ensalada de frutas de verano es un postre refrescante hecho de varias frutas de temporada, incluyendo sandía, melocotones, nectarinas, ciruelas, arándanos y uvas. Cuenta con un perfil de sabor dulce y tropical con toque de coco y canela.",936,Sala de frutas de verano II
postre,dulce,habitación temperatura,all seasons,mediano,"nectarinas, ciruelas, frambuesas, harina, azúcar blanca, azúcar morena, jengibre, canela, mantequilla sin sal","frutal, topping crumbly, postre en capa","Esta receta describe una dificultad media, postre dulce llamado KK's Three Fruit Cobbler, con capas de nectarinas, ciruelas y frambuesas rematadas con una mezcla crumbly de harina, azúcares, especias y mantequilla, horneado en un plato de horneado de 13x9 pulgadas.",937,KK's Three Fruit Cobbler
postre,dulce,habitación temperatura,verano,mediano,"nectarinas, moras, harina, mantequilla, huevos, azúcar, leche, baking polvo","decorativo pattern, fresh nectarines, fresh blackberries","Esta receta describe un postre hecho con nectarinas frescas y moras, horneado en una fuente de primavera. Es dulce y servido a temperatura ambiente.",938,Pastel de nectarina fresca con moras
